"id","age","gender","education","country","ethnicity","personality_neuroticism","personality_extraversion","personality_openness","personality_agreeableness","personality_conscientiousness","personality_impulsiveness","personality_sensation","consumption_alcohol","consumption_amphetamines","consumption_caffeine","consumption_cannabis","consumption_chocolate","consumption_mushrooms","consumption_nicotine","consumption_cocaine_last_month"
"train_1102","18-24","male","University degree","USA","Mixed-Black/Asian",37.7,62.3,52.7,66.1,40.6,42.8,30.8,"used in last week","used in last decade","used in last day","used in last year","used in last week","never used","never used","No"
"train_1103","18-24","female","Left school at 18 years","Australia","Mixed-Black/Asian",41.3,45.4,34.9,39,28.1,63,46.6,"used in last month","used in last day","used in last day","used in last day","used in last month","used in last month","used in last week","No"
"train_1104","18-24","female","University degree","USA","Mixed-Black/Asian",78.7,59.7,73.1,36.8,42.4,42.8,54,"used in last day","never used","used in last day","used in last year","used in last day","never used","used in last day","No"
"train_1105","45-54","male","Professional certificate/ diploma","USA","Mixed-Black/Asian",44.5,45.4,30,70.9,79.5,33.8,38.8,"used in last day","never used","used in last day","used over a decade ago","used in last day","never used","used in last day","No"
"train_1106","45-54","female","Professional certificate/ diploma","New Zealand","Mixed-Black/Asian",57.6,57.3,57.8,34.5,33.6,63,54,"used in last year","used over a decade ago","used in last day","used in last decade","used in last day","used over a decade ago","used in last day","No"
"train_1107","55-64","male","Some college or university, no certificate or degree","Australia","Mixed-Black/Asian",31.7,47.6,57.8,36.8,56,56.5,54,"used in last decade","used over a decade ago","used in last day","used in last day","used in last day","never used","never used","No"
"train_1108","25-34","male","University degree","Australia","Mixed-Black/Asian",78.7,20.7,83.5,36.8,53.7,50.4,100,"used in last year","used over a decade ago","used in last day","used in last year","used in last day","used over a decade ago","used in last year","No"
"train_1109","35-44","male","University degree","USA","Mixed-Black/Asian",66.6,59.7,73.1,51.9,53.7,56.5,62,"used in last day","never used","used in last day","never used","used in last week","never used","never used","No"
"train_1110","18-24","female","Left school before 16 years","Other","Mixed-Black/Asian",53.4,45.4,52.7,56.3,33.6,42.8,62,"used in last year","used in last month","used in last day","used in last day","used in last day","used in last year","used in last day","No"
"train_1111","35-44","male","University degree","USA","Mixed-Black/Asian",23.7,59.7,37.2,45.6,58.4,42.8,38.8,"used in last day","never used","used in last day","used in last decade","used in last week","used over a decade ago","used over a decade ago","No"
"train_1112","18-24","female","University degree","USA","Mixed-Black/Asian",47.8,50.1,76.3,61,63.6,56.5,46.6,"used in last decade","never used","used in last day","used in last day","used in last month","never used","used in last day","No"
"train_1113","55-64","male","Professional certificate/ diploma","UK","Mixed-Black/Asian",52,45.4,47.9,39,58.4,70.5,71.1,"used over a decade ago","never used","used in last week","used in last week","used in last month","used over a decade ago","used over a decade ago","No"
"train_1114","25-34","male","University degree","USA","Mixed-Black/Asian",69.7,45.4,67.3,56.3,49.9,50.4,54,"used in last week","never used","used in last day","used in last year","used in last day","never used","used in last decade","No"
"train_1115","35-44","male","Left school at 18 years","Australia","Mixed-Black/Asian",56.1,31.2,34.9,24.4,30,50.4,62,"used in last month","used in last week","used in last week","used in last month","used in last week","used over a decade ago","used in last year","No"
"train_1116","18-24","female","Left school at 18 years","UK","Mixed-Black/Asian",54.7,72.2,87.9,45.6,35.4,80.9,100,"used in last day","used in last month","used in last day","used in last day","used in last month","used in last week","used in last day","Yes"
"train_1117","35-44","female","University degree","Australia","Mixed-Black/Asian",56.1,27,25.8,26.6,60.9,33.8,62,"used in last year","never used","used in last day","never used","never used","never used","never used","No"
"train_1118","55-64","female","University degree","Australia","Mixed-Black/Asian",76.9,17.7,34.9,32.5,46,63,30.8,"used in last decade","used in last day","used in last day","used in last decade","used in last month","never used","used over a decade ago","No"
"train_1119","35-44","male","Professional certificate/ diploma","Australia","Mixed-Black/Asian",10.5,64.7,55.3,56.3,79.5,33.8,46.6,"used in last week","never used","used in last day","used in last day","used in last day","never used","used in last day","No"
"train_1120","18-24","female","Some college or university, no certificate or degree","Australia","Mixed-Black/Asian",52,33.3,52.7,54.2,58.4,21.5,13.2,"used in last month","used in last decade","used in last decade","used in last day","used in last month","used in last year","used in last year","No"
"train_1121","18-24","female","Some college or university, no certificate or degree","Australia","Mixed-White/Black",46.2,50.1,62.5,47.8,42.4,50.4,82.6,"used in last month","used in last year","used in last year","used in last day","used in last day","used in last year","used in last week","No"
"train_1122","18-24","female","Some college or university, no certificate or degree","Australia","Mixed-Black/Asian",41.3,43.3,37.2,45.6,46,42.8,46.6,"used in last week","never used","used in last day","used in last day","used in last month","used in last month","used in last day","No"
"train_1123","18-24","female","University degree","Australia","Mixed-Black/Asian",57.6,45.4,60.2,36.8,53.7,56.5,62,"used in last week","used in last decade","used in last week","used in last day","used in last week","used in last month","used in last week","No"
"train_1124","25-34","female","University degree","USA","Mixed-Black/Asian",49.2,52.6,27.8,39,44.1,56.5,46.6,"used in last week","never used","used in last day","used over a decade ago","used in last day","never used","never used","No"
"train_1125","25-34","male","Masters degree","USA","Mixed-Black/Asian",42.8,43.3,27.8,61,42.4,21.5,0,"used in last day","never used","never used","used in last decade","used in last week","never used","used in last decade","No"
"train_1126","25-34","male","Left school at 18 years","USA","Mixed-Black/Asian",44.5,52.6,10.4,58.5,66.4,56.5,30.8,"used in last week","never used","used in last day","used over a decade ago","used in last day","never used","used over a decade ago","No"
"train_1127","18-24","male","University degree","Australia","Mixed-Black/Asian",41.3,62.3,70.2,76.2,53.7,42.8,46.6,"used in last week","used in last year","used in last day","used in last day","used in last week","used in last month","used in last day","Yes"
"train_1128","18-24","female","Some college or university, no certificate or degree","Australia","Mixed-Black/Asian",46.2,62.3,76.3,58.5,49.9,50.4,82.6,"used in last day","used in last year","used in last day","used in last day","used in last month","used in last month","used in last day","Yes"
"train_1129","18-24","female","Professional certificate/ diploma","USA","Mixed-Black/Asian",57.6,69.6,70.2,49.8,44.1,56.5,54,"used in last year","used in last week","used in last week","used in last week","used in last day","used in last month","used in last week","No"
"train_1130","35-44","male","University degree","USA","Mixed-Black/Asian",57.6,43.3,47.9,26.6,73.5,42.8,30.8,"used in last day","never used","used in last day","used over a decade ago","used in last day","never used","used in last decade","No"
"train_1131","25-34","male","Masters degree","USA","Mixed-Black/Asian",73.5,54.9,50.1,56.3,56,50.4,46.6,"used in last day","never used","used in last day","never used","used in last day","never used","never used","No"
"train_1132","35-44","male","Some college or university, no certificate or degree","Australia","Mixed-Black/Asian",64.9,29,30,43.5,38.7,50.4,0,"used in last year","used in last day","used in last day","used in last week","used in last week","never used","used in last day","No"
"train_1133","25-34","female","University degree","USA","Asian",31.7,54.9,43.6,30.6,79.5,33.8,54,"never used","never used","never used","never used","used in last week","never used","never used","No"
"train_1134","35-44","male","Professional certificate/ diploma","Australia","Mixed-Black/Asian",76.9,8.3,57.8,68.6,38.7,42.8,46.6,"used in last week","used over a decade ago","used in last day","used in last day","used in last week","used in last decade","used in last decade","No"
"train_1135","35-44","male","Professional certificate/ diploma","Australia","Mixed-Black/Asian",50.6,37.7,52.7,58.5,53.7,21.5,0,"used in last day","used in last decade","used in last day","used in last day","never used","used over a decade ago","used in last day","No"
"train_1136","55-64","female","Doctorate degree","USA","Mixed-Black/Asian",37.7,57.3,43.6,45.6,42.4,42.8,38.8,"used in last day","never used","used in last year","never used","used in last year","never used","used over a decade ago","No"
"train_1137","18-24","female","Some college or university, no certificate or degree","Australia","Mixed-Black/Asian",68.2,39.4,52.7,30.6,37,70.5,82.6,"used in last month","never used","used in last day","used in last week","used in last month","used in last year","used in last day","No"
"train_1138","35-44","female","University degree","UK","Mixed-Black/Asian",42.8,39.4,14.2,45.6,46,0,22.4,"used in last year","never used","used in last day","never used","used in last month","used over a decade ago","never used","No"
"train_1139","18-24","male","Some college or university, no certificate or degree","Other","Mixed-Black/Asian",59.2,64.7,79.8,49.8,68.9,56.5,54,"used in last week","never used","used in last day","used in last week","used in last week","never used","used in last day","No"
"train_1140","18-24","female","Some college or university, no certificate or degree","Australia","Mixed-Black/Asian",71.8,35.5,64.7,54.2,38.7,56.5,82.6,"used in last month","used in last year","used in last day","used in last day","used in last week","used in last year","used in last week","No"
"train_1141","25-34","male","Left school at 16 years","USA","Mixed-Black/Asian",64.9,47.6,17.2,54.2,68.9,21.5,0,"used in last week","used over a decade ago","used in last day","used in last year","used in last day","never used","used in last day","No"
"train_1142","18-24","female","Some college or university, no certificate or degree","Other","Mixed-Black/Asian",56.1,76.6,57.8,39,24.3,80.9,100,"used in last week","used in last month","used in last day","used in last day","used in last day","used in last week","used in last day","No"
"train_1143","25-34","male","Masters degree","USA","Mixed-Black/Asian",21,59.7,41.4,73.3,66.4,21.5,22.4,"used in last month","never used","used in last day","used in last decade","used in last week","never used","used in last day","No"
"train_1144","35-44","male","University degree","Other","Mixed-Black/Asian",47.8,52.6,47.9,45.6,56,63,82.6,"used in last year","never used","used in last day","never used","used in last day","never used","never used","No"
"train_1145","55-64","female","Left school at 16 years","USA","Mixed-Black/Asian",56.1,45.4,41.4,26.6,56,42.8,22.4,"used in last week","never used","used in last week","never used","used in last week","never used","never used","No"
"train_1146","18-24","female","Some college or university, no certificate or degree","USA","Mixed-Black/Asian",64.9,0,45.7,28.6,24.3,80.9,71.1,"used in last week","used in last day","used in last day","used in last week","used in last day","used in last year","used in last day","Yes"
"train_1147","25-34","male","Professional certificate/ diploma","USA","Mixed-Black/Asian",53.4,59.7,39.3,76.2,58.4,42.8,22.4,"used in last day","used over a decade ago","used in last day","used over a decade ago","used in last week","used over a decade ago","used in last day","No"
"train_1148","18-24","male","Some college or university, no certificate or degree","Australia","Mixed-Black/Asian",60.8,57.3,70.2,76.2,53.7,42.8,62,"used in last week","used in last year","used in last day","used in last day","used in last month","used in last year","used in last day","No"
"train_1149","18-24","male","Left school at 18 years","USA","Mixed-Black/Asian",46.2,50.1,30,58.5,47.9,33.8,62,"used in last week","never used","used in last day","never used","used in last week","never used","used in last month","No"
"train_1150","45-54","female","Masters degree","USA","Mixed-Black/Asian",39.7,35.5,45.7,43.5,44.1,42.8,38.8,"used in last day","never used","used in last day","used over a decade ago","used in last day","never used","used over a decade ago","No"
"train_1151","18-24","female","University degree","Australia","Mixed-Black/Asian",53.4,59.7,52.7,30.6,49.9,63,71.1,"used in last week","used in last week","used in last month","used in last week","used in last week","used in last decade","never used","No"
"train_1152","45-54","female","Left school at 18 years","USA","Mixed-Black/Asian",42.8,69.6,76.3,30.6,49.9,33.8,82.6,"used in last day","used over a decade ago","used in last day","used over a decade ago","used in last month","used in last decade","used over a decade ago","Yes"
"train_1153","25-34","female","Some college or university, no certificate or degree","Australia","Mixed-Black/Asian",59.2,31.2,60.2,4.4,42.4,80.9,82.6,"used in last day","used in last year","used in last day","used in last day","used in last day","used in last year","used in last day","No"
"train_1154","25-34","female","University degree","Australia","Mixed-Black/Asian",44.5,57.3,76.3,45.6,44.1,50.4,71.1,"used in last day","used in last year","used in last day","used in last day","used in last week","used in last decade","used in last week","No"
"train_1155","18-24","female","Masters degree","USA","Mixed-Black/Asian",30.1,89.3,60.2,39,58.4,63,100,"used in last day","never used","used in last day","used in last day","used in last month","never used","used in last day","Yes"
"train_1156","18-24","female","Some college or university, no certificate or degree","Australia","Mixed-Black/Asian",62.3,47.6,62.5,39,56,33.8,54,"used in last day","used in last year","used in last day","used in last day","used in last day","never used","used in last day","Yes"
"train_1157","35-44","female","University degree","USA","Mixed-Black/Asian",54.7,17.7,19.2,30.6,30,80.9,71.1,"used in last day","never used","used in last day","never used","used in last day","never used","never used","No"
"train_1158","35-44","female","Masters degree","USA","Mixed-Black/Asian",52,43.3,52.7,20,60.9,33.8,54,"used in last week","used over a decade ago","used in last day","never used","used in last day","never used","used over a decade ago","No"
"train_1159","18-24","female","University degree","Australia","Mixed-Black/Asian",41.3,72.2,76.3,70.9,66.4,21.5,54,"used in last week","never used","used in last day","used in last year","used in last day","never used","used in last day","No"
"train_1160","45-54","male","Some college or university, no certificate or degree","USA","Mixed-Black/Asian",50.6,35.5,70.2,41.2,46,50.4,54,"used in last day","used in last week","used in last day","used over a decade ago","used in last day","used in last day","used in last year","No"
"train_1161","45-54","female","Some college or university, no certificate or degree","Australia","Mixed-Black/Asian",85.3,31.2,52.7,13.4,8.1,42.8,82.6,"used in last decade","used over a decade ago","used in last day","used over a decade ago","used in last month","used over a decade ago","never used","No"
"train_1162","45-54","male","Masters degree","USA","Mixed-Black/Asian",26.3,62.3,73.1,58.5,49.9,42.8,13.2,"used in last week","never used","used in last day","used over a decade ago","used in last week","never used","never used","No"
"train_1163","25-34","male","University degree","USA","Mixed-Black/Asian",69.7,57.3,76.3,54.2,63.6,50.4,30.8,"used in last decade","never used","used in last week","used in last day","used in last week","used in last year","used in last year","No"
"train_1164","35-44","female","Professional certificate/ diploma","USA","Mixed-Black/Asian",53.4,45.4,55.3,47.8,46,42.8,30.8,"used in last year","never used","used in last day","used over a decade ago","used in last day","never used","used in last day","No"
"train_1165","35-44","female","Left school at 16 years","USA","Mixed-Black/Asian",31.7,79.6,39.3,45.6,73.5,50.4,38.8,"used in last week","never used","used in last day","never used","used in last month","never used","never used","No"
"train_1166","25-34","male","Masters degree","USA","Asian",31.7,57.3,52.7,66.1,51.8,21.5,13.2,"used in last day","never used","used in last day","never used","used in last day","never used","never used","No"
"train_1167","18-24","female","Some college or university, no certificate or degree","Australia","Mixed-Black/Asian",50.6,52.6,64.7,54.2,44.1,63,82.6,"used in last month","never used","used in last day","used in last day","used in last month","used in last year","used in last day","No"
"train_1168","25-34","female","Doctorate degree","USA","Mixed-Black/Asian",42.8,54.9,50.1,51.9,58.4,21.5,13.2,"used in last week","never used","used in last day","used over a decade ago","used in last day","never used","used in last month","No"
"train_1169","45-54","male","University degree","USA","Mixed-Black/Asian",66.6,35.5,43.6,36.8,56,42.8,13.2,"used in last week","never used","used in last day","never used","used in last week","never used","used in last day","No"
"train_1170","25-34","female","Some college or university, no certificate or degree","Australia","Mixed-Black/Asian",42.8,72.2,79.8,73.3,58.4,50.4,82.6,"used in last month","used over a decade ago","used in last day","used in last day","used in last week","used in last year","used in last day","No"
"train_1171","35-44","male","University degree","USA","Mixed-Black/Asian",53.4,45.4,30,73.3,56,42.8,13.2,"used in last week","never used","used in last day","never used","used in last week","never used","never used","No"
"train_1172","18-24","female","Some college or university, no certificate or degree","Australia","Mixed-Black/Asian",66.6,43.3,52.7,24.4,35.4,63,71.1,"used in last month","used in last week","used in last month","used in last day","used in last week","used in last year","used in last year","No"
"train_1173","25-34","male","University degree","USA","Mixed-Black/Asian",64.9,50.1,67.3,63.6,42.4,21.5,54,"used in last day","used in last decade","used in last day","used in last year","used in last day","used in last decade","used in last week","No"
"train_1174","55-64","female","Masters degree","USA","Mixed-Black/Asian",41.3,35.5,64.7,36.8,58.4,21.5,30.8,"used in last week","never used","used in last day","never used","used in last week","never used","never used","No"
"train_1175","18-24","female","Some college or university, no certificate or degree","Australia","Mixed-Black/Asian",30.1,74.2,79.8,61,88,33.8,22.4,"used in last week","used in last month","used in last day","used in last decade","used in last week","used in last month","used in last day","No"
"train_1176","35-44","female","Professional certificate/ diploma","New Zealand","Mixed-Black/Asian",63.7,41.2,55.3,39,51.8,70.5,54,"used in last day","used over a decade ago","used in last day","used in last decade","used in last year","used in last decade","used in last day","No"
"train_1177","35-44","female","University degree","USA","Mixed-Black/Asian",52,64.7,43.6,45.6,44.1,56.5,46.6,"used in last week","used in last decade","used in last day","used in last week","used in last week","used over a decade ago","used in last week","No"
"train_1178","25-34","male","Masters degree","USA","Mixed-White/Asian",63.7,41.2,21,36.8,53.7,56.5,82.6,"used in last day","never used","used in last day","never used","used in last day","never used","used in last week","No"
"train_1179","35-44","male","Left school at 18 years","Ireland","Mixed-Black/Asian",47.8,41.2,43.6,47.8,53.7,21.5,13.2,"used in last month","never used","used in last day","never used","used in last day","never used","used in last day","No"
"train_1180","18-24","female","Some college or university, no certificate or degree","USA","Mixed-Black/Asian",85.3,17.7,47.9,49.8,20.5,21.5,13.2,"never used","never used","used in last year","never used","used in last day","never used","never used","No"
"train_1181","25-34","male","University degree","USA","Mixed-Black/Asian",42.8,52.6,43.6,61,33.6,42.8,54,"used in last year","never used","used in last day","used in last decade","used in last week","used in last decade","used over a decade ago","No"
"train_1182","25-34","female","Masters degree","Canada","Mixed-Black/Asian",63.7,39.4,55.3,39,46,33.8,54,"used in last day","used in last decade","used in last day","used in last day","used in last day","used in last year","used in last day","No"
"train_1183","65+","female","Doctorate degree","USA","Mixed-Black/Asian",59.2,47.6,45.7,28.6,76.1,33.8,13.2,"used in last week","never used","used in last month","never used","never used","never used","never used","No"
"train_1184","18-24","male","Masters degree","USA","Asian",57.6,37.7,43.6,51.9,44.1,21.5,13.2,"used in last month","never used","used in last week","never used","used in last week","never used","never used","No"
"train_1185","18-24","female","Professional certificate/ diploma","USA","Mixed-Black/Asian",26.3,37.7,32.4,76.2,47.9,42.8,30.8,"used in last week","never used","used in last month","used in last month","used in last month","never used","used in last day","No"
"train_1186","25-34","male","Masters degree","USA","Mixed-Black/Asian",52,59.7,34.9,41.2,76.1,42.8,54,"used in last month","never used","used in last decade","never used","used in last day","never used","used in last decade","No"
"train_1187","18-24","male","Some college or university, no certificate or degree","Australia","Mixed-Black/Asian",71.8,45.4,57.8,47.8,24.3,50.4,46.6,"used in last month","never used","used in last week","used in last month","used in last day","never used","used in last year","No"
"train_1188","35-44","male","Left school at 18 years","USA","Mixed-Black/Asian",39.7,37.7,64.7,36.8,53.7,33.8,46.6,"used in last month","never used","used in last day","never used","used in last day","never used","used over a decade ago","No"
"train_1189","35-44","female","Professional certificate/ diploma","USA","Mixed-Black/Asian",69.7,62.3,60.2,70.9,26.3,80.9,71.1,"used in last decade","used over a decade ago","used in last day","used over a decade ago","used in last day","never used","used in last day","No"
"train_1190","25-34","male","University degree","USA","Mixed-Black/Asian",57.6,50.1,34.9,51.9,58.4,21.5,30.8,"used in last week","never used","used in last day","never used","used in last day","never used","used in last decade","No"
"train_1191","25-34","male","Some college or university, no certificate or degree","USA","Mixed-Black/Asian",31.7,74.2,43.6,73.3,66.4,50.4,46.6,"used in last week","never used","used in last day","used in last decade","used in last day","never used","never used","No"
"train_1192","35-44","female","Professional certificate/ diploma","USA","Mixed-Black/Asian",21,72.2,52.7,54.2,63.6,56.5,54,"used in last month","never used","used in last day","used over a decade ago","used in last day","never used","used in last day","No"
"train_1193","45-54","female","Left school at 18 years","USA","Mixed-Black/Asian",54.7,59.7,52.7,43.5,44.1,80.9,82.6,"used in last week","used over a decade ago","used in last day","used in last week","used in last week","used in last decade","used in last day","Yes"
"train_1194","35-44","male","University degree","USA","Mixed-Black/Asian",52,47.6,67.3,45.6,58.4,50.4,30.8,"used in last week","used over a decade ago","used in last day","used in last year","used in last day","used over a decade ago","used over a decade ago","No"
"train_1195","25-34","male","University degree","USA","Mixed-Black/Asian",54.7,41.2,27.8,56.3,30,21.5,30.8,"used in last day","never used","used in last week","used in last decade","used in last week","never used","used in last year","No"
"train_1196","18-24","female","Some college or university, no certificate or degree","Australia","Mixed-Black/Asian",75.2,31.2,50.1,36.8,40.6,33.8,46.6,"used in last day","used in last month","used in last day","used in last day","used in last day","used in last year","used in last day","No"
"train_1197","18-24","female","Some college or university, no certificate or degree","Australia","Mixed-Black/Asian",28.4,52.6,87.9,45.6,49.9,63,62,"used in last year","used in last year","used in last day","used in last week","used in last month","used in last year","used in last day","No"
"train_1198","25-34","male","University degree","USA","Mixed-Black/Asian",50.6,67,67.3,51.9,49.9,56.5,54,"used in last week","never used","used in last day","used in last year","used in last day","never used","used in last decade","No"
"train_1199","25-34","male","Some college or university, no certificate or degree","Australia","Mixed-White/Black",71.8,54.9,64.7,63.6,51.8,33.8,54,"used in last year","used in last decade","used in last day","used in last decade","used in last month","used in last year","used in last day","No"
"train_1200","18-24","female","Some college or university, no certificate or degree","Australia","Mixed-Black/Asian",42.8,47.6,67.3,43.5,31.8,80.9,71.1,"used in last month","used in last month","used in last day","used in last day","used in last week","never used","used in last month","No"
"train_1201","25-34","female","University degree","New Zealand","Black",41.3,59.7,55.3,47.8,42.4,70.5,82.6,"used in last month","used over a decade ago","used in last week","used over a decade ago","used in last day","used over a decade ago","used in last day","No"
"train_1202","25-34","male","Masters degree","USA","Mixed-Black/Asian",49.2,37.7,32.4,68.6,51.8,21.5,38.8,"used in last month","never used","never used","used in last decade","used in last week","never used","used in last week","No"
"train_1203","45-54","female","Masters degree","USA","Black",18.5,74.2,73.1,51.9,68.9,21.5,22.4,"used in last week","used over a decade ago","used in last month","used over a decade ago","used in last week","used over a decade ago","never used","No"
"train_1204","25-34","male","Some college or university, no certificate or degree","USA","Mixed-Black/Asian",35.8,50.1,47.9,56.3,38.7,50.4,62,"used in last month","used in last year","used in last day","used in last year","used in last day","used in last decade","used in last month","No"
"train_1205","35-44","male","Masters degree","USA","Mixed-Black/Asian",47.8,47.6,32.4,56.3,71.1,42.8,30.8,"used in last month","never used","used in last day","never used","used in last day","never used","used in last decade","No"
"train_1206","18-24","female","Some college or university, no certificate or degree","Australia","Mixed-Black/Asian",47.8,52.6,37.2,58.5,63.6,63,62,"used in last week","used in last year","used in last day","used in last day","used in last week","used in last decade","used in last year","No"
"train_1207","55-64","male","Masters degree","USA","Mixed-Black/Asian",63.7,39.4,45.7,49.8,47.9,80.9,62,"used in last day","used over a decade ago","used in last day","used over a decade ago","used in last month","used over a decade ago","used over a decade ago","No"
"train_1208","45-54","female","Left school at 18 years","USA","Mixed-Black/Asian",66.6,35.5,43.6,70.9,31.8,42.8,62,"used in last day","used over a decade ago","used in last day","used over a decade ago","used in last year","used over a decade ago","used in last year","No"
"train_1209","25-34","male","Masters degree","USA","Mixed-White/Black",56.1,76.6,50.1,54.2,58.4,56.5,71.1,"used in last day","never used","used in last day","never used","used in last day","never used","never used","No"
"train_1210","55-64","male","University degree","UK","Mixed-Black/Asian",26.3,33.3,70.2,43.5,40.6,33.8,54,"used in last week","used in last week","used in last day","used in last day","used in last day","used in last decade","used in last decade","No"
"train_1211","25-34","male","University degree","USA","Mixed-Black/Asian",52,62.3,25.8,30.6,58.4,33.8,38.8,"used in last week","never used","used in last day","used in last decade","used in last month","never used","used in last day","No"
"train_1212","45-54","female","Masters degree","New Zealand","Mixed-Black/Asian",66.6,62.3,60.2,47.8,53.7,42.8,62,"used in last week","used over a decade ago","used in last day","used in last day","used in last day","used over a decade ago","used in last year","No"
"train_1213","35-44","female","Masters degree","USA","Mixed-Black/Asian",46.2,64.7,87.9,61,38.7,70.5,100,"used in last day","never used","used in last day","used over a decade ago","used in last day","used over a decade ago","used over a decade ago","No"
"train_1214","18-24","female","Some college or university, no certificate or degree","Australia","Mixed-Black/Asian",56.1,41.2,47.9,28.6,37,21.5,71.1,"used in last year","used in last year","used in last day","used in last month","used in last week","never used","used in last month","No"
"train_1215","18-24","male","Some college or university, no certificate or degree","Australia","Mixed-Black/Asian",60.8,59.7,60.2,51.9,12.9,80.9,82.6,"used in last year","used in last day","used in last day","never used","used in last day","never used","used in last month","No"
"train_1216","25-34","male","University degree","USA","Mixed-Black/Asian",59.2,50.1,37.2,51.9,30,33.8,38.8,"used in last day","used in last year","used in last day","used in last decade","used in last day","used over a decade ago","used in last day","No"
"train_1217","35-44","male","University degree","USA","Mixed-Black/Asian",46.2,31.2,21,54.2,46,21.5,22.4,"used in last day","never used","used in last day","used over a decade ago","used in last day","never used","used over a decade ago","No"
"train_1218","25-34","female","Left school at 18 years","USA","Mixed-Black/Asian",28.4,45.4,45.7,54.2,49.9,33.8,30.8,"used in last month","never used","used in last day","used over a decade ago","used in last day","never used","used over a decade ago","No"
"train_1219","18-24","female","Some college or university, no certificate or degree","Australia","Mixed-Black/Asian",28.4,37.7,70.2,49.8,83.7,33.8,46.6,"used in last day","used in last day","used in last day","used in last day","used in last month","never used","used in last year","No"
"train_1220","25-34","female","University degree","Australia","Mixed-Black/Asian",64.9,37.7,70.2,43.5,66.4,63,100,"used in last day","used in last decade","used in last day","used in last decade","used in last day","used in last month","used in last year","No"
"train_1221","25-34","male","University degree","USA","Black",47.8,82.5,17.2,36.8,47.9,70.5,46.6,"never used","never used","used in last week","never used","used in last week","never used","never used","No"
"train_1222","35-44","female","University degree","USA","Mixed-Black/Asian",39.7,45.4,50.1,66.1,42.4,33.8,54,"used in last week","used in last decade","used in last day","used in last year","used in last day","used in last decade","used over a decade ago","No"
"train_1223","18-24","male","Masters degree","USA","Mixed-Black/Asian",59.2,57.3,52.7,45.6,53.7,50.4,38.8,"used in last day","never used","used in last day","used in last decade","used in last day","never used","used in last year","No"
"train_1224","18-24","female","Left school at 18 years","New Zealand","Mixed-Black/Asian",63.7,67,79.8,68.6,53.7,63,82.6,"used in last week","never used","used in last week","used in last week","used in last week","never used","used in last week","No"
"train_1225","45-54","male","Some college or university, no certificate or degree","Australia","Mixed-Black/Asian",66.6,52.6,50.1,41.2,35.4,70.5,82.6,"used in last decade","used in last day","used in last day","used in last day","used in last day","used in last month","used in last month","No"
"train_1226","25-34","female","Some college or university, no certificate or degree","USA","Mixed-Black/Asian",37.7,64.7,67.3,51.9,40.6,50.4,100,"used in last day","used over a decade ago","used in last day","used in last day","used in last day","never used","used in last day","No"
"train_1227","18-24","female","Some college or university, no certificate or degree","Australia","Mixed-Black/Asian",60.8,52.6,87.9,61,49.9,50.4,82.6,"used in last month","used in last decade","used in last day","used in last day","used in last week","used in last month","used in last day","No"
"train_1228","35-44","female","Professional certificate/ diploma","USA","Mixed-Black/Asian",28.4,47.6,62.5,56.3,66.4,50.4,46.6,"used in last week","never used","used in last day","never used","used in last month","never used","never used","No"
"train_1229","18-24","female","Some college or university, no certificate or degree","USA","Mixed-Black/Asian",50.6,67,64.7,43.5,56,42.8,82.6,"used in last day","never used","used in last week","never used","used in last day","never used","never used","No"
"train_1230","55-64","male","Masters degree","USA","Mixed-Black/Asian",39.7,50.1,55.3,54.2,60.9,56.5,38.8,"used in last day","used over a decade ago","used in last day","used over a decade ago","used in last day","never used","used in last day","No"
"train_1231","25-34","male","Professional certificate/ diploma","USA","Mixed-Black/Asian",56.1,64.7,37.2,51.9,58.4,56.5,71.1,"used in last day","used over a decade ago","used in last day","used in last year","used in last week","never used","used in last day","No"
"train_1232","18-24","female","Some college or university, no certificate or degree","USA","Mixed-Black/Asian",50.6,27,32.4,41.2,24.3,70.5,30.8,"used in last year","never used","used in last day","used in last day","used in last day","never used","used in last day","No"
"train_1233","18-24","female","University degree","Australia","Other",73.5,47.6,52.7,76.2,33.6,56.5,62,"used in last week","used in last year","used in last day","used in last month","used in last month","used in last decade","used in last week","No"
"train_1234","25-34","female","Masters degree","USA","Mixed-Black/Asian",46.2,47.6,41.4,26.6,40.6,56.5,54,"used in last month","never used","used in last week","never used","used in last day","never used","never used","No"
"train_1235","35-44","male","Masters degree","USA","Asian",47.8,41.2,43.6,51.9,51.8,42.8,22.4,"never used","never used","used over a decade ago","never used","never used","never used","never used","No"
"train_1236","18-24","male","Masters degree","USA","Black",42.8,52.6,39.3,58.5,60.9,42.8,46.6,"never used","never used","used in last day","never used","used in last day","never used","never used","No"
"train_1237","35-44","male","University degree","UK","Mixed-Black/Asian",56.1,59.7,52.7,61,47.9,42.8,38.8,"used in last week","never used","used in last day","used in last year","used in last week","used over a decade ago","never used","No"
"train_1238","18-24","female","Masters degree","USA","Mixed-Black/Asian",47.8,57.3,47.9,54.2,42.4,42.8,46.6,"used in last week","never used","used in last day","used in last decade","used in last day","used in last decade","used in last year","No"
"train_1239","55-64","female","Left school at 18 years","USA","Mixed-Black/Asian",23.7,57.3,34.9,49.8,56,33.8,38.8,"used in last day","never used","used in last day","never used","used in last month","never used","used over a decade ago","No"
